"","...1","gene_name","LipidProbe","logFC","pvalue","hit_annotation"
"819",1637,"ATP1B3","PA",0.2190781,0.6514213,"no hit"
"820",1639,"ALDH7A1","PA",0.2236469,0.6521379,"no hit"
"821",1641,"EIF3C","PA",-0.2961329,0.6553519,"no hit"
"822",1643,"TCP1","PA",0.4514777,0.6560926,"no hit"
"823",1645,"SMC2","PA",-0.2794817,0.6566057,"no hit"
"824",1647,"HNRNPUL1","PA",-0.1974225,0.6611425,"no hit"
"825",1649,"EIF3E","PA",-0.2842945,0.6633951,"no hit"
"826",1651,"CCT5","PA",0.4482578,0.6650111,"no hit"
"827",1653,"MYOF","PA",0.1932061,0.6668746,"no hit"
"828",1655,"SLC7A6","PA",0.1513299,0.6678963,"no hit"
"829",1657,"SLC7A5","PA",0.1709859,0.6695683,"no hit"
"830",1659,"HNRNPR","PA",-0.1750734,0.6715339,"no hit"
"831",1661,"RAB3D","PA",0.1302096,0.6736617,"no hit"
"832",1663,"CSTB","PA",-0.1945916,0.6736634,"no hit"
"833",1665,"DDB1","PA",0.1141053,0.6738516,"no hit"
"834",1667,"TMEM109","PA",0.2182279,0.6739565,"no hit"
"835",1669,"MPDU1|HBEBP2BPA","PA",0.2067031,0.6740426,"no hit"
"836",1671,"PKN2","PA",0.269596,0.6749463,"no hit"
"837",1673,"VCP","PA",0.2506833,0.6751043,"no hit"
"838",1675,"EPHX1","PA",0.1923847,0.6782723,"no hit"
"839",1677,"POFUT1","PA",0.1123747,0.6804018,"no hit"
"840",1679,"RPS21","PA",-0.1579725,0.6815525,"no hit"
"841",1681,"IGF2R","PA",0.1628472,0.681605,"no hit"
"842",1683,"CCT6A","PA",0.4234097,0.683186,"no hit"
"843",1685,"ALYREF","PA",-0.2216727,0.6838348,"no hit"
"844",1687,"LNPEP","PA",-0.1679683,0.6866621,"no hit"
"845",1689,"SEC23IP","PA",-0.3008969,0.6891947,"no hit"
"846",1691,"ABCB6","PA",0.1280243,0.6910477,"no hit"
"847",1693,"SDCBP","PA",0.1579079,0.6944958,"no hit"
"848",1695,"HNRNPD","PA",-0.1530716,0.6949514,"no hit"
"849",1697,"TMED9","PA",-0.2031202,0.6954228,"no hit"
"850",1699,"HSP90AB1","PA",-0.1497072,0.7006019,"no hit"
"851",1701,"DDR1","PA",0.1085571,0.7048318,"no hit"
"852",1703,"RAB14","PA",-0.1168015,0.7085982,"no hit"
"853",1705,"TMEM106B","PA",0.1905441,0.7094183,"no hit"
"854",1707,"CCT4","PA",0.3877967,0.7116036,"no hit"
"855",1709,"SCARB2","PA",0.2273036,0.7119085,"no hit"
"856",1711,"CCT3","PA",0.3421406,0.7150574,"no hit"
"857",1713,"FASN","PA",-0.1526562,0.7181876,"no hit"
"858",1715,"SCPEP1","PA",-0.1711656,0.72513,"no hit"
"859",1717,"PARP1","PA",0.2223683,0.7261308,"no hit"
"860",1719,"HADHB","PA",0.1485002,0.7287938,"no hit"
"861",1721,"RTCB","PA",-0.2222065,0.7288995,"no hit"
"862",1723,"NSUN2","PA",-0.1779332,0.7301176,"no hit"
"863",1725,"CTSA","PA",-0.161462,0.7307816,"no hit"
"864",1727,"NCS1","PA",0.1121921,0.7311936,"no hit"
"865",1729,"ARL6IP5","PA",0.1643239,0.7320364,"no hit"
"866",1731,"GLA","PA",0.1524022,0.7329649,"no hit"
"867",1733,"ALDH9A1","PA",-0.1314803,0.73594,"no hit"
"868",1735,"RAB9A","PA",-0.0811041,0.736542,"no hit"
"869",1737,"SND1","PA",-0.3123217,0.7411713,"no hit"
"870",1739,"RAB7A","PA",0.0957545,0.7432851,"no hit"
"871",1741,"AHNAK","PA",0.1050165,0.747424,"no hit"
"872",1743,"GYS1","PA",-0.1905551,0.7494363,"no hit"
"873",1745,"TFRC","PA",-0.1011998,0.7522457,"no hit"
"874",1747,"NAGLU","PA",0.0951769,0.7526414,"no hit"
"875",1749,"ATP6V1A","PA",0.0742893,0.7530904,"no hit"
"876",1751,"ATP2C1","PA",-0.0894692,0.7535843,"no hit"
"877",1753,"DDR2","PA",-0.0790369,0.7537581,"no hit"
"878",1755,"RRBP1","PA",-0.180493,0.7558633,"no hit"
"879",1757,"TMX1","PA",-0.1233157,0.759488,"no hit"
"880",1759,"PROCR","PA",0.1166713,0.7595767,"no hit"
"881",1761,"SLC38A1","PA",-0.1333432,0.7596577,"no hit"
"882",1763,"EIF3I","PA",-0.1215991,0.7605745,"no hit"
"883",1765,"PSMB5","PA",-0.0850333,0.761304,"no hit"
"884",1767,"PSAP","PA",-0.1355137,0.7637644,"no hit"
"885",1769,"PTBP1","PA",-0.1697549,0.7646098,"no hit"
"886",1771,"MYH9","PA",0.1865761,0.7655799,"no hit"
"887",1773,"DNAJA1","PA",-0.2204496,0.7661762,"no hit"
"888",1775,"EPRS","PA",-0.1125805,0.7684147,"no hit"
"889",1777,"BANF1","PA",-0.0760968,0.7708271,"no hit"
"890",1779,"PKM","PA",-0.1189707,0.7719871,"no hit"
"891",1781,"CD97","PA",0.1270715,0.7727485,"no hit"
"892",1783,"TPP1","PA",-0.1131493,0.7737645,"no hit"
"893",1785,"FAM49B","PA",0.1053502,0.7764432,"no hit"
"894",1787,"CPA4","PA",0.1315341,0.7779513,"no hit"
"895",1789,"AIMP1","PA",0.0843026,0.7852047,"no hit"
"896",1791,"TOMM40","PA",0.1558069,0.7962343,"no hit"
"897",1793,"ATP5L","PA",0.1392492,0.7968649,"no hit"
"898",1795,"YARS","PA",0.0936667,0.7984965,"no hit"
"899",1797,"HEXA","PA",-0.1304777,0.7994882,"no hit"
"900",1799,"LRP1","PA",-0.0884887,0.802489,"no hit"
"901",1801,"PSMA6","PA",-0.0790482,0.8025318,"no hit"
"902",1803,"HFE","PA",-0.0633784,0.812673,"no hit"
"903",1805,"CSRP1","PA",-0.144154,0.8143225,"no hit"
"904",1807,"ARL8B","PA",-0.07897,0.8170548,"no hit"
"905",1809,"SRP9","PA",-0.0628013,0.8244172,"no hit"
"906",1811,"PDLIM1","PA",0.0628402,0.8247736,"no hit"
"907",1813,"SLC39A14","PA",0.0772715,0.8265446,"no hit"
"908",1815,"PDCD4","PA",-0.1259747,0.8317181,"no hit"
"909",1817,"PPT1","PA",-0.0854106,0.8379196,"no hit"
"910",1819,"CDC2|CDK1","PA",-0.1187053,0.8424946,"no hit"
"911",1821,"CTSD","PA",-0.0898063,0.8463845,"no hit"
"912",1823,"GBA","PA",0.0825128,0.8464854,"no hit"
"913",1825,"NSF","PA",-0.122332,0.8513473,"no hit"
"914",1827,"SLC7A1","PA",-0.0636021,0.8565324,"no hit"
"915",1829,"VLDLR","PA",-0.0737174,0.8565649,"no hit"
"916",1831,"PRPF19","PA",0.0708285,0.8592001,"no hit"
"917",1833,"ZDHHC20","PA",0.043056,0.8599042,"no hit"
"918",1835,"DHX9","PA",-0.1075302,0.8607339,"no hit"
"919",1837,"GALNT2","PA",0.0812879,0.8675514,"no hit"
"920",1839,"PPA2","PA",0.0608126,0.8682336,"no hit"
"921",1841,"RAB5C","PA",0.0517004,0.8700332,"no hit"
"922",1843,"KPNA2","PA",0.0419851,0.870911,"no hit"
"923",1845,"SLC16A3","PA",-0.0699334,0.8714253,"no hit"
"924",1847,"ACP2","PA",0.0928626,0.8763927,"no hit"
"925",1849,"HIST1H4A","PA",-0.122218,0.8797828,"no hit"
"926",1851,"YIF1B","PA",-0.0600393,0.8836737,"no hit"
"927",1853,"PRKDC","PA",0.0878348,0.8876082,"no hit"
"928",1855,"KHSRP","PA",-0.0261144,0.8918171,"no hit"
"929",1857,"IARS","PA",0.0727343,0.8929414,"no hit"
"930",1859,"SLC3A2","PA",0.0435545,0.9004529,"no hit"
"931",1861,"HNRNPU","PA",0.0680859,0.9049979,"no hit"
"932",1863,"ILF2","PA",-0.0524385,0.9057428,"no hit"
"933",1865,"SEC22B","PA",-0.0333094,0.9063033,"no hit"
"934",1867,"CLIC1","PA",-0.0262637,0.9088678,"no hit"
"935",1869,"CPD","PA",-0.0400661,0.910731,"no hit"
"936",1871,"DDX5","PA",-0.0598607,0.9112142,"no hit"
"937",1873,"NPC1","PA",0.0517273,0.9151675,"no hit"
"938",1875,"GLB1","PA",0.0356149,0.9373261,"no hit"
"939",1877,"SERINC1","PA",0.0357022,0.9426638,"no hit"
"940",1879,"PRSS56","PA",-0.0237832,0.9443177,"no hit"
"941",1881,"COTL1","PA",-0.0221659,0.9488216,"no hit"
"942",1883,"SRP14","PA",-0.0416633,0.9502728,"no hit"
"943",1885,"NAPG","PA",-0.0155178,0.9519423,"no hit"
"944",1887,"RAB4A","PA",0.0141311,0.952299,"no hit"
"945",1889,"ERP44","PA",0.0170711,0.9549588,"no hit"
"946",1891,"IL6ST","PA",0.0147408,0.9589332,"no hit"
"947",1893,"LAMP1","PA",-0.0208422,0.9605424,"no hit"
"948",1895,"EIF3J","PA",-0.0234196,0.9611731,"no hit"
"949",1897,"HSP90AA1","PA",-0.0190077,0.9632116,"no hit"
"950",1899,"SRP72","PA",0.0201781,0.9688414,"no hit"
"951",1901,"FSCN1","PA",0.0184615,0.9713632,"no hit"
"952",1903,"PRDX4","PA",-0.0146193,0.9714058,"no hit"
"953",1905,"STK26","PA",-0.0033419,0.9840069,"no hit"
"954",1907,"CD63","PA",0.0088463,0.9888679,"no hit"
"955",1909,"SPTAN1","PA",0.0098815,0.9892468,"no hit"
"956",1911,"LMAN1","PA",-0.0089397,0.9903722,"no hit"
"957",1913,"DDX17","PA",0.0016574,0.9962328,"no hit"
"958",1915,"GAPDH","PA",0.0024854,0.9968991,"no hit"
"959",1917,"RRAS","PA",0.0003442,0.9991908,"no hit"
"960",1919,"HNRNPF","PA",-0.0001318,0.9998786,"no hit"
"961",1921,NA,"PA",NA,NA,NA
