"","...1","gene_name","LipidProbe","logFC","pvalue","hit_annotation"
"814",1628,"SPTBN1","PE",0.8697761,0.2050876,"no hit"
"815",1630,"CTNNA1","PE",-0.16918,0.7733563,"no hit"
"816",1632,"EIF3H","PE",-0.9723089,0.2391415,"no hit"
"817",1634,"HEXB","PE",-0.126065,0.8030471,"no hit"
"818",1636,"GALNT7","PE",0.0871305,0.7867553,"no hit"
"819",1638,"ATP1B3","PE",0.110101,0.8200051,"no hit"
"820",1640,"ALDH7A1","PE",0.470968,0.3470851,"no hit"
"821",1642,"EIF3C","PE",-0.7628475,0.2574795,"no hit"
"822",1644,"TCP1","PE",0.3813473,0.7065899,"no hit"
"823",1646,"SMC2","PE",-0.8232297,0.1994572,"no hit"
"824",1648,"HNRNPUL1","PE",-0.1817665,0.6864037,"no hit"
"825",1650,"EIF3E","PE",-0.7451165,0.2611863,"no hit"
"826",1652,"CCT5","PE",0.252631,0.8068653,"no hit"
"827",1654,"MYOF","PE",0.1651339,0.7127568,"no hit"
"828",1656,"SLC7A6","PE",-0.0722096,0.8374706,"no hit"
"829",1658,"SLC7A5","PE",-0.1663057,0.6780564,"no hit"
"830",1660,"HNRNPR","PE",-0.1816969,0.6599363,"no hit"
"831",1662,"RAB3D","PE",0.2047058,0.509463,"no hit"
"832",1664,"CSTB","PE",-0.4572256,0.3277294,"no hit"
"833",1666,"DDB1","PE",0.2921831,0.2876371,"no hit"
"834",1668,"TMEM109","PE",0.2585744,0.6184753,"no hit"
"835",1670,"MPDU1|HBEBP2BPA","PE",0.2904126,0.5555073,"no hit"
"836",1672,"PKN2","PE",0.3285979,0.6096717,"no hit"
"837",1674,"VCP","PE",0.5938006,0.3261464,"no hit"
"838",1676,"EPHX1","PE",0.4878827,0.2989744,"no hit"
"839",1678,"POFUT1","PE",0.5126925,0.0720001,"no hit"
"840",1680,"RPS21","PE",-0.9200207,0.0256978,"no hit"
"841",1682,"IGF2R","PE",0.1507547,0.703993,"no hit"
"842",1684,"CCT6A","PE",0.3213645,0.7565114,"no hit"
"843",1686,"ALYREF","PE",0.055784,0.9181977,"no hit"
"844",1688,"LNPEP","PE",-0.1241197,0.7654046,"no hit"
"845",1690,"SEC23IP","PE",-0.8502318,0.2656788,"no hit"
"846",1692,"ABCB6","PE",0.5408159,0.1049927,"no hit"
"847",1694,"SDCBP","PE",0.5806899,0.1592729,"no hit"
"848",1696,"HNRNPD","PE",0.0555533,0.8866181,"no hit"
"849",1698,"TMED9","PE",-0.1722856,0.7396826,"no hit"
"850",1700,"HSP90AB1","PE",-0.0897142,0.8175263,"no hit"
"851",1702,"DDR1","PE",-0.0233097,0.9350488,"no hit"
"852",1704,"RAB14","PE",-0.1611457,0.6067444,"no hit"
"853",1706,"TMEM106B","PE",0.3989278,0.4382704,"no hit"
"854",1708,"CCT4","PE",0.3081591,0.768767,"no hit"
"855",1710,"SCARB2","PE",0.4324196,0.4845055,"no hit"
"856",1712,"CCT3","PE",0.2573196,0.7834786,"no hit"
"857",1714,"FASN","PE",-0.2757642,0.5161753,"no hit"
"858",1716,"SCPEP1","PE",-0.0589112,0.9035318,"no hit"
"859",1718,"PARP1","PE",0.1464677,0.81736,"no hit"
"860",1720,"HADHB","PE",0.3449166,0.4240061,"no hit"
"861",1722,"RTCB","PE",-0.5982079,0.3557466,"no hit"
"862",1724,"NSUN2","PE",-0.6447477,0.2202538,"no hit"
"863",1726,"CTSA","PE",-0.1374767,0.7694417,"no hit"
"864",1728,"NCS1","PE",0.2713215,0.4097841,"no hit"
"865",1730,"ARL6IP5","PE",0.2463498,0.6084416,"no hit"
"866",1732,"GLA","PE",0.3790152,0.4000791,"no hit"
"867",1734,"ALDH9A1","PE",0.2161166,0.5803803,"no hit"
"868",1736,"RAB9A","PE",0.0540906,0.8223089,"no hit"
"869",1738,"SND1","PE",-0.4387089,0.6431635,"no hit"
"870",1740,"RAB7A","PE",0.2065882,0.4822033,"no hit"
"871",1742,"AHNAK","PE",0.0956885,0.7691359,"no hit"
"872",1744,"GYS1","PE",-0.6397497,0.2904905,"no hit"
"873",1746,"TFRC","PE",0.0034287,0.9914545,"no hit"
"874",1748,"NAGLU","PE",-0.0308454,0.918546,"no hit"
"875",1750,"ATP6V1A","PE",-0.0399806,0.865436,"no hit"
"876",1752,"ATP2C1","PE",-0.1061876,0.70962,"no hit"
"877",1754,"DDR2","PE",-0.1574708,0.5336436,"no hit"
"878",1756,"RRBP1","PE",0.0653534,0.9102602,"no hit"
"879",1758,"TMX1","PE",0.0220703,0.9562475,"no hit"
"880",1760,"PROCR","PE",0.3599981,0.3502955,"no hit"
"881",1762,"SLC38A1","PE",-0.3693581,0.4008171,"no hit"
"882",1764,"EIF3I","PE",-0.909898,0.0324603,"no hit"
"883",1766,"PSMB5","PE",-0.1225236,0.6620449,"no hit"
"884",1768,"PSAP","PE",-0.0082476,0.985388,"no hit"
"885",1770,"PTBP1","PE",-0.6011508,0.2957882,"no hit"
"886",1772,"MYH9","PE",0.2804252,0.6545573,"no hit"
"887",1774,"DNAJA1","PE",-0.5552552,0.456788,"no hit"
"888",1776,"EPRS","PE",-0.125285,0.7432274,"no hit"
"889",1778,"BANF1","PE",-0.491748,0.0718836,"no hit"
"890",1780,"PKM","PE",0.1021601,0.8034319,"no hit"
"891",1782,"CD97","PE",-0.0022931,0.9958372,"no hit"
"892",1784,"TPP1","PE",0.120232,0.7600598,"no hit"
"893",1786,"FAM49B","PE",-0.0407488,0.9124582,"no hit"
"894",1788,"CPA4","PE",0.3069382,0.5125877,"no hit"
"895",1790,"AIMP1","PE",0.2273129,0.4652897,"no hit"
"896",1792,"TOMM40","PE",0.3128903,0.6050823,"no hit"
"897",1794,"ATP5L","PE",0.5384218,0.3257173,"no hit"
"898",1796,"YARS","PE",0.0917299,0.8025687,"no hit"
"899",1798,"HEXA","PE",0.0904322,0.8601895,"no hit"
"900",1800,"LRP1","PE",-0.1882392,0.5957946,"no hit"
"901",1802,"PSMA6","PE",-0.1002187,0.7513365,"no hit"
"902",1804,"HFE","PE",-0.1349335,0.6148657,"no hit"
"903",1806,"CSRP1","PE",0.3807524,0.5369149,"no hit"
"904",1808,"ARL8B","PE",-0.1170163,0.7319887,"no hit"
"905",1810,"SRP9","PE",-0.2270302,0.4263129,"no hit"
"906",1812,"PDLIM1","PE",0.3823953,0.1882691,"no hit"
"907",1814,"SLC39A14","PE",-0.1539015,0.6631376,"no hit"
"908",1816,"PDCD4","PE",-0.4801519,0.421892,"no hit"
"909",1818,"PPT1","PE",0.0349463,0.9332663,"no hit"
"910",1820,"CDC2|CDK1","PE",-0.3084831,0.6067294,"no hit"
"911",1822,"CTSD","PE",-0.1605212,0.7294295,"no hit"
"912",1824,"GBA","PE",0.2852768,0.5056893,"no hit"
"913",1826,"NSF","PE",-0.1084306,0.8680612,"no hit"
"914",1828,"SLC7A1","PE",-0.331782,0.3512966,"no hit"
"915",1830,"VLDLR","PE",-0.3844171,0.351565,"no hit"
"916",1832,"PRPF19","PE",0.1949323,0.6263926,"no hit"
"917",1834,"ZDHHC20","PE",-0.1573023,0.5212706,"no hit"
"918",1836,"DHX9","PE",0.228274,0.7099837,"no hit"
"919",1838,"GALNT2","PE",0.0380946,0.9376862,"no hit"
"920",1840,"PPA2","PE",0.2148074,0.5595905,"no hit"
"921",1842,"RAB5C","PE",0.1389822,0.6607945,"no hit"
"922",1844,"KPNA2","PE",0.098318,0.7040141,"no hit"
"923",1846,"SLC16A3","PE",-0.4148181,0.3429709,"no hit"
"924",1848,"ACP2","PE",0.3662572,0.5415403,"no hit"
"925",1850,"HIST1H4A","PE",0.2442689,0.7626573,"no hit"
"926",1852,"YIF1B","PE",-0.2527999,0.5398689,"no hit"
"927",1854,"PRKDC","PE",0.0620125,0.9205066,"no hit"
"928",1856,"KHSRP","PE",-0.2753133,0.1629189,"no hit"
"929",1858,"IARS","PE",0.2864244,0.5974649,"no hit"
"930",1860,"SLC3A2","PE",-0.0473317,0.8918751,"no hit"
"931",1862,"HNRNPU","PE",0.2218324,0.6979303,"no hit"
"932",1864,"ILF2","PE",-0.138628,0.7545349,"no hit"
"933",1866,"SEC22B","PE",-0.0596189,0.8332149,"no hit"
"934",1868,"CLIC1","PE",-0.472471,0.0510675,"no hit"
"935",1870,"CPD","PE",-0.2129421,0.5531499,"no hit"
"936",1872,"DDX5","PE",0.3519765,0.5144844,"no hit"
"937",1874,"NPC1","PE",0.2383349,0.6246705,"no hit"
"938",1876,"GLB1","PE",0.2081011,0.6468527,"no hit"
"939",1878,"SERINC1","PE",0.1605051,0.7467786,"no hit"
"940",1880,"PRSS56","PE",-0.1718653,0.6149892,"no hit"
"941",1882,"COTL1","PE",-0.2204299,0.525592,"no hit"
"942",1884,"SRP14","PE",-0.0499319,0.9404222,"no hit"
"943",1886,"NAPG","PE",-0.3614983,0.1714763,"no hit"
"944",1888,"RAB4A","PE",-0.1636162,0.4914075,"no hit"
"945",1890,"ERP44","PE",-0.0037553,0.9900864,"no hit"
"946",1892,"IL6ST","PE",-0.0802392,0.779483,"no hit"
"947",1894,"LAMP1","PE",0.2776255,0.512425,"no hit"
"948",1896,"EIF3J","PE",-0.5000801,0.3056907,"no hit"
"949",1898,"HSP90AA1","PE",-0.1032756,0.802282,"no hit"
"950",1900,"SRP72","PE",0.0322529,0.9502171,"no hit"
"951",1902,"FSCN1","PE",0.208242,0.6862032,"no hit"
"952",1904,"PRDX4","PE",0.4215892,0.3083293,"no hit"
"953",1906,"STK26","PE",0.0810178,0.6281173,"no hit"
"954",1908,"CD63","PE",0.2716092,0.6691684,"no hit"
"955",1910,"SPTAN1","PE",0.5237709,0.4781006,"no hit"
"956",1912,"LMAN1","PE",-0.0809709,0.9129827,"no hit"
"957",1914,"DDX17","PE",-0.1396869,0.6913271,"no hit"
"958",1916,"GAPDH","PE",-0.0249406,0.968891,"no hit"
"959",1918,"RRAS","PE",0.3152153,0.3586577,"no hit"
"960",1920,"HNRNPF","PE",-0.4538482,0.6018054,"no hit"
"961",1922,NA,"PE",NA,NA,NA
