"","gene_name","name","value","id"
"3494","RALB","Sph",3.5,3494
"3495","ACBD3","Sph",3.5,3495
"3496","ACBD3","FA",3.5,3496
"3497","ATP2B4","FA",3.5,3497
"3498","SCCPDH","DAG",3.5,3498
"3499","ABCD1","FA",3.5,3499
"3500","DLD","FA",3.5,3500
"3501","DLD","DAG",3.5,3501
"3502","PSMA6","DAG",3.5,3502
"3503","SLC30A1","DAG",3.5,3503
"3504","DHCR24","FA",3.5,3504
"3505","PITPNB","FA",3.5,3505
"3506","RAB11B","FA",3.5,3506
"3507","ARF4","FA",3.5,3507
"3508","EEF1D","FA",3.5,3508
"3509","EEF1D","DAG",3.5,3509
"3510","FBLN1","DAG",3.5,3510
"3511","AKAP9","FA",3.5,3511
"3512","SCAMP3","Sph",3.5,3512
"3513","SCAMP3","DAG",3.5,3513
"3514","ATP13A1","FA",3.5,3514
"3515","LMO7","DAG",3.5,3515
"3516","GHITM","DAG",3.5,3516
"3517","CD63","DAG",3.5,3517
"3518","SPTBN2","Sph",3.5,3518
"3519","SPTBN2","FA",3.5,3519
"3520","SPTBN2","DAG",3.5,3520
"3521","DDOST","Sph",3.5,3521
"3522","TMEM48","DAG",3.5,3522
"3523","EMC1","DAG",3.5,3523
"3524","VAPB","Sph",3.5,3524
"3525","VAPB","DAG",3.5,3525
"3526","ARPC2","Sph",3.5,3526
"3527","SAR1A","DAG",3.5,3527
"3528","RAB32","DAG",3.5,3528
"3529","ACOT9","FA",3.5,3529
"3530","SEC16A","Sph",3.5,3530
"3531","SEC16A","DAG",3.5,3531
"3532","EIF2S3","Sph",3.5,3532
"3533","CLCC1","DAG",3.5,3533
"3534","GOLGA3","DAG",3.5,3534
"3535","TMEM126A","DAG",3.5,3535
"3536","RALA","DAG",3.5,3536
"3537","CBX3","DAG",3.5,3537
"3538","PTPLAD1","FA",3.5,3538
"3539","GLT25D1","DAG",3.5,3539
"3540","TGOLN2","Sph",3.5,3540
"3541","PRDX2","DAG",3.5,3541
"3542","KRT78","Sph",3.5,3542
"3543","RPS18","DAG",3.5,3543
"3544","HLA-B","FA",3.5,3544
"3545","TIMM17B","DAG",3.5,3545
"3546","QARS","Sph",3.5,3546
"3547","ACACA","FA",3.5,3547
"3548","NES","Sph",3.5,3548
"3549","NES","DAG",3.5,3549
"3550","RPL19","DAG",3.5,3550
"3551","LPCAT1","DAG",3.5,3551
"3552","DBN1","Sph",3.5,3552
"3553","HLA-A","FA",3.5,3553
"3554","CBX5","Sph",3.5,3554
"3555","CD81","DAG",3.5,3555
"3556","SYNCRIP","FA",3.5,3556
"3557","TLN2","DAG",3.5,3557
"3558","ATP1B1","DAG",3.5,3558
"3559","GOPC","Sph",3.5,3559
"3560","PGRMC1","Sph",3.5,3560
"3561","ATL3","FA",3.5,3561
"3562","A2M","DAG",3.5,3562
"3563","CYB5R3","Sph",3.5,3563
"3564","COX4I1","DAG",3.5,3564
"3565","HTATIP2","DAG",3.5,3565
"3566","MARCH5","DAG",3.5,3566
"3567","RPL12","DAG",3.5,3567
"3568","RBBP4","DAG",3.5,3568
"3569","CHST14","Sph",3.5,3569
"3570","PDS5A","DAG",3.5,3570
"3571","UTP14A","DAG",3.5,3571
"3572","SF3A3","FA",3.5,3572
"3573","PFN1","Sph",3.5,3573
"3574","ITGAV","Sph",3.5,3574
"3575","RTN3","DAG",3.5,3575
"3576","RHOC","DAG",3.5,3576
"3577","CD9","DAG",3.5,3577
"3578","WDFY1","DAG",3.5,3578
"3579","ILF2","DAG",3.5,3579
"3580","DSG2","Sph",3.5,3580
"3581","EIF3C","Sph",3.5,3581
"3582","NUP88","DAG",3.5,3582
"3583","SRSF3","Sph",3.5,3583
"3584","PTPRF","DAG",3.5,3584
"3585","MCM4","FA",3.5,3585
"3586","AP2B1","Sph",3.5,3586
"3587","SMARCA5","Sph",3.5,3587
"3588","RAB35","DAG",3.5,3588
"3589","NUP210","DAG",3.5,3589
"3590","ATXN10","DAG",3.5,3590
"3591","MTCH2","FA",3.5,3591
"3592","LGALS1","DAG",3.5,3592
"3593","TOP1","Sph",3.5,3593
"3594","SEC62","Sph",3.5,3594
"3595","RAB5B","DAG",3.5,3595
"3596","SLC16A1","Sph",3.5,3596
"3597","SCP2","DAG",3.5,3597
"3598","TRIP11","DAG",3.5,3598
"3599","CHCHD3","DAG",3.5,3599
"3600","TM9SF2","FA",3.5,3600
"3601","RPS27","Sph",3.5,3601
"3602","GOT2","FA",3.5,3602
"3603","COPB1","FA",3.5,3603
"3604","DDX3X","FA",3.5,3604
"3605","ADAR","Sph",3.5,3605
"3606","HCCS","DAG",3.5,3606
"3607","KIF5B","Sph",3.5,3607
"3608","AFG3L2","FA",3.5,3608
"3609","CCT6A","FA",3.5,3609
"3610","EIF3L","Sph",3.5,3610
"3611","HIST1H1C","FA",3.5,3611
"3612","NUP153","DAG",3.5,3612
"3613","LAP3","DAG",3.5,3613
"3614","AKAP2","DAG",3.5,3614
"3615","TUBB6","Sph",3.5,3615
"3616","RPL23A","DAG",3.5,3616
"3617","RPL34","DAG",3.5,3617
"3618","SHMT2","Sph",3.5,3618
"3619","SRRT","Sph",3.5,3619
"3620","SRRT","FA",3.5,3620
"3621","ATP5O","DAG",3.5,3621
"3622","GPI","DAG",3.5,3622
"3623","MCM5","Sph",3.5,3623
"3624","SEC31A","DAG",3.5,3624
"3625","C22orf28","DAG",3.5,3625
"3626","RG9MTD1","DAG",3.5,3626
"3627","KRT20","DAG",3.5,3627
"3628","SSFA2","FA",3.5,3628
"3629","C2orf18","FA",3.5,3629
"3630","CORO1C","Sph",3.5,3630
"3631","SUPT16H","Sph",3.5,3631
"3632","SUPT16H","FA",3.5,3632
"3633","RRAS","DAG",3.5,3633
"3634","PSMD13","DAG",3.5,3634
"3635","HNRNPA0","DAG",3.5,3635
"3636","DEK","DAG",3.5,3636
"3637","PWP2","DAG",3.5,3637
"3638","POLR2B","DAG",3.5,3638
"3639","GTF2I","DAG",3.5,3639
"3640","SLC25A15","DAG",3.5,3640
"3641","PPP1CA","DAG",3.5,3641
"3642","CLPX","DAG",3.5,3642
"3643","ITGA1","DAG",3.5,3643
"3644","PHLDB2","DAG",3.5,3644
"3645","FERMT2","DAG",3.5,3645
"3646","ACADVL","Sph",3.5,3646
"3647","GTPBP4","FA",3.5,3647
"3648","FAM82A2","DAG",3.5,3648
"3649","CTTN","DAG",3.5,3649
"3650","SUCLG2","FA",3.5,3650
"3651","IDH1","DAG",3.5,3651
"3652","HIBADH","DAG",3.5,3652
"3653","CDC42","DAG",3.5,3653
"3654","CDK1","DAG",3.5,3654
"3655","PES1","DAG",3.5,3655
"3656","NME1","Sph",3.5,3656
"3657","SBDS","DAG",3.5,3657
"3658","SCAMP1","DAG",3.5,3658
"3659","SAE1","DAG",3.5,3659
"3660","PMPCB","DAG",3.5,3660
"3661","CPNE3","DAG",3.5,3661
"3662","RPS21","DAG",3.5,3662
"3663","MYL6","DAG",3.5,3663
"3664","PAICS","DAG",3.5,3664
"3665","AHCYL1","DAG",3.5,3665
"3666","WDR1","DAG",3.5,3666
"3667","POP1","DAG",3.5,3667
"3668","S100A9","Sph",4,3668
"3669","CLU","Sph",4,3669
"3670","NAP1L4","Sph",4,3670
"3671","CXCR4","Sph",4,3671
"3672","HRNR","Sph",4,3672
"3673","TSPO","Sph",4,3673
"3674","ERO1L","Sph",4,3674
"3675","ENDOD1","Sph",4,3675
"3676","XPO1","Sph",4,3676
"3677","XPO1","FA",4,3677
"3678","EMD","DAG",4,3678
"3679","PUF60","Sph",4,3679
"3680","NPEPPS","Sph",4,3680
"3681","COL12A1","DAG",4,3681
"3682","TIMM23","Sph",4,3682
"3683","RHOB","Sph",4,3683
"3684","ATP5F1","Sph",4,3684
"3685","SURF4","DAG",4,3685
"3686","LBR","DAG",4,3686
"3687","KPNA2","DAG",4,3687
"3688","ARF3","FA",4,3688
"3689","RPL7A","Sph",4,3689
"3690","RPL7A","FA",4,3690
"3691","HYOU1","DAG",4,3691
"3692","ILK","FA",4,3692
"3693","HSPG2","DAG",4,3693
"3694","WLS","Sph",4,3694
"3695","RPL8","Sph",4,3695
"3696","RPL8","DAG",4,3696
"3697","ACBD3","DAG",4,3697
"3698","CYP51A1","FA",4,3698
"3699","NPC1","Sph",4,3699
"3700","P4HA2","Sph",4,3700
"3701","FAM162A","DAG",4,3701
"3702","SGPL1","FA",4,3702
"3703","EEF1D","Sph",4,3703
"3704","FBLN1","FA",4,3704
"3705","DDOST","DAG",4,3705
"3706","PDCD11","FA",4,3706
"3707","EMC1","Sph",4,3707
"3708","PSMD3","Sph",4,3708
"3709","PSMD3","DAG",4,3709
"3710","ARPC2","DAG",4,3710
"3711","OXA1L","DAG",4,3711
"3712","EGFR","Sph",4,3712
"3713","LMAN2","Sph",4,3713
"3714","DSC1","Sph",4,3714
"3715","DSC1","FA",4,3715
"3716","TGM3","DAG",4,3716
"3717","PHB2","FA",4,3717
"3718","APMAP","Sph",4,3718
"3719","C1QBP","DAG",4,3719
"3720","ATP2C1","FA",4,3720
"3721","ATP2C1","DAG",4,3721
"3722","RALA","FA",4,3722
"3723","PTPLAD1","Sph",4,3723
"3724","ACIN1","FA",4,3724
"3725","PA2G4","FA",4,3725
"3726","MIA3","Sph",4,3726
"3727","PTGES2","DAG",4,3727
"3728","AHCY","Sph",4,3728
"3729","EIF3B","DAG",4,3729
"3730","RPLP0","FA",4,3730
"3731","RIF1","Sph",4,3731
"3732","SEC63","Sph",4,3732
"3733","GOLGA2","Sph",4,3733
"3734","RPL22","Sph",4,3734
"3735","RPL22","DAG",4,3735
"3736","NUP160","Sph",4,3736
"3737","GOPC","FA",4,3737
"3738","PGRMC1","DAG",4,3738
"3739","A2M","Sph",4,3739
"3740","AHCTF1","DAG",4,3740
"3741","RPS11","DAG",4,3741
"3742","RPS9","DAG",4,3742
"3743","IMPDH2","DAG",4,3743
"3744","ITPR3","DAG",4,3744
"3745","SEC23A","Sph",4,3745
"3746","SEC23A","FA",4,3746
"3747","ERC1","DAG",4,3747
"3748","SF3A3","DAG",4,3748
"3749","PFN1","FA",4,3749
"3750","TPP2","FA",4,3750
"3751","RTN3","Sph",4,3751
"3752","TECR","Sph",4,3752
"3753","CAT","Sph",4,3753
"3754","RPL27A","DAG",4,3754
"3755","SMU1","FA",4,3755
"3756","SMU1","DAG",4,3756
"3757","CDC5L","DAG",4,3757
"3758","HSDL2","Sph",4,3758
"3759","PABPC4","Sph",4,3759
"3760","TRABD","Sph",4,3760
"3761","FDFT1","Sph",4,3761
"3762","ANXA1","Sph",4,3762
"3763","NAT10","Sph",4,3763
"3764","RPL13","Sph",4,3764
"3765","DYNC1H1","FA",4,3765
"3766","RPL24","DAG",4,3766
"3767","SEC61A1","Sph",4,3767
"3768","PSMD2","DAG",4,3768
"3769","BUB3","DAG",4,3769
"3770","RARS","Sph",4,3770
"3771","RARS","FA",4,3771
"3772","LSS","Sph",4,3772
"3773","SLC16A1","FA",4,3773
"3774","FUBP3","FA",4,3774
"3775","YWHAQ","Sph",4,3775
"3776","RHOT2","DAG",4,3776
"3777","ANPEP","Sph",4,3777
"3778","SLC25A13","FA",4,3778
"3779","CTNND1","Sph",4,3779
"3780","CKAP5","DAG",4,3780
"3781","EIF2S2","Sph",4,3781
"3782","CAPZB","Sph",4,3782
"3783","MAOB","FA",4,3783
"3784","MAOB","DAG",4,3784
"3785","TXNDC5","Sph",4,3785
"3786","ALDH2","DAG",4,3786
"3787","RRAS2","DAG",4,3787
"3788","RCC1","Sph",4,3788
"3789","MCM6","FA",4,3789
"3790","HARS","DAG",4,3790
"3791","YWHAG","DAG",4,3791
"3792","UPF1","DAG",4,3792
"3793","CUL4B","DAG",4,3793
"3794","HADHB","FA",4,3794
"3795","CLIC1","DAG",4,3795
"3796","EPB41L2","FA",4,3796
"3797","SMC4","FA",4,3797
"3798","SLC25A12","FA",4,3798
"3799","SLC25A12","DAG",4,3799
"3800","NSF","DAG",4,3800
"3801","GLUD1","FA",4,3801
"3802","LARS","Sph",4,3802
"3803","SMARCA1","DAG",4,3803
"3804","PTGFRN","DAG",4,3804
"3805","RPL6","Sph",4,3805
"3806","YTHDF2","DAG",4,3806
"3807","TRIP13","DAG",4,3807
"3808","BASP1","DAG",4,3808
"3809","RPSA","DAG",4,3809
"3810","DHX30","FA",4,3810
"3811","NCKAP1","DAG",4,3811
"3812","RBMX","Sph",4,3812
"3813","NASP","DAG",4,3813
"3814","CSE1L","Sph",4,3814
"3815","KRT20","FA",4,3815
"3816","EIF3H","DAG",4,3816
"3817","MAP4","DAG",4,3817
"3818","ALDH18A1","Sph",4,3818
"3819","MRPL39","DAG",4,3819
"3820","DARS","FA",4,3820
"3821","TARDBP","DAG",4,3821
"3822","UBA1","FA",4,3822
"3823","TKT","FA",4,3823
"3824","ZC3H14","DAG",4,3824
"3825","GNPAT","DAG",4,3825
"3826","POLR1A","DAG",4,3826
"3827","RAVER1","DAG",4,3827
"3828","YWHAE","FA",4,3828
"3829","ATP5C1","DAG",4,3829
"3830","ATP5C1","DAG",4,3830
"3831","FUBP1","FA",4,3831
"3832","ACTR2","DAG",4,3832
"3833","ANXA3","DAG",4,3833
"3834","COPS3","DAG",4,3834
"3835","NADKD1","FA",4,3835
"3836","AARS2","FA",4,3836
"3837","NME1","DAG",4,3837
"3838","RFC2","DAG",4,3838
"3839","APOOL","DAG",4,3839
"3840","SLC25A22","DAG",4,3840
"3841","ALDOC","DAG",4,3841
"3842","RPS16","DAG",4,3842
"3843","AK2","DAG",4,3843
"3844","CDC27","DAG",4,3844
"3845","TMEM59","Sph",4.5,3845
"3846","HEXA","Sph",4.5,3846
"3847","PRCP","Sph",4.5,3847
"3848","TRAM1","Sph",4.5,3848
"3849","GOLIM4","Sph",4.5,3849
"3850","RDX","Sph",4.5,3850
"3851","C16orf58","Sph",4.5,3851
"3852","APOB","Sph",4.5,3852
"3853","NPEPPS","FA",4.5,3853
"3854","PPT1","Sph",4.5,3854
"3855","RPL7A","DAG",4.5,3855
"3856","LEPRE1","FA",4.5,3856
"3857","RAB2A","DAG",4.5,3857
"3858","ABCD1","DAG",4.5,3858
"3859","DLD","Sph",4.5,3859
"3860","SCARB2","Sph",4.5,3860
"3861","NUP214","FA",4.5,3861
"3862","NUP214","DAG",4.5,3862
"3863","NPTN","DAG",4.5,3863
"3864","DHCR24","DAG",4.5,3864
"3865","ARF4","Sph",4.5,3865
"3866","CLPTM1L","DAG",4.5,3866
"3867","CD63","Sph",4.5,3867
"3868","CD44","DAG",4.5,3868
"3869","DDOST","FA",4.5,3869
"3870","OPA1","FA",4.5,3870
"3871","NUCB1","Sph",4.5,3871
"3872","NUCB1","DAG",4.5,3872
"3873","SCARB1","DAG",4.5,3873
"3874","TIMM50","DAG",4.5,3874
"3875","ABCF1","FA",4.5,3875
"3876","ABCF1","DAG",4.5,3876
"3877","SF3B1","FA",4.5,3877
"3878","FAM129B","DAG",4.5,3878
"3879","SFXN3","DAG",4.5,3879
"3880","RAB34","DAG",4.5,3880
"3881","H2AFV","Sph",4.5,3881
"3882","EGFR","DAG",4.5,3882
"3883","RAB32","Sph",4.5,3883
"3884","LMAN2","DAG",4.5,3884
"3885","L1CAM","Sph",4.5,3885
"3886","L1CAM","DAG",4.5,3886
"3887","CLCC1","Sph",4.5,3887
"3888","APMAP","DAG",4.5,3888
"3889","RALA","Sph",4.5,3889
"3890","PTPLAD1","DAG",4.5,3890
"3891","RGPD1","Sph",4.5,3891
"3892","HNRNPA3","Sph",4.5,3892
"3893","CAPRIN1","FA",4.5,3893
"3894","PSMD11","FA",4.5,3894
"3895","RPS18","FA",4.5,3895
"3896","LONP1","FA",4.5,3896
"3897","GNAI1","Sph",4.5,3897
"3898","MIA3","FA",4.5,3898
"3899","TIMM17B","Sph",4.5,3899
"3900","PTGES2","Sph",4.5,3900
"3901","PTRF","FA",4.5,3901
"3902","IPO5","Sph",4.5,3902
"3903","DDB1","Sph",4.5,3903
"3904","DDB1","FA",4.5,3904
"3905","SLC25A24","Sph",4.5,3905
"3906","CBX5","DAG",4.5,3906
"3907","NOMO1","Sph",4.5,3907
"3908","HK2","DAG",4.5,3908
"3909","GOPC","DAG",4.5,3909
"3910","HLA-A","Sph",4.5,3910
"3911","SF3A1","Sph",4.5,3911
"3912","SLC25A5","FA",4.5,3912
"3913","ITGAV","DAG",4.5,3913
"3914","HK1","Sph",4.5,3914
"3915","KARS","DAG",4.5,3915
"3916","EIF4G1","Sph",4.5,3916
"3917","LIMA1","FA",4.5,3917
"3918","CDC5L","FA",4.5,3918
"3919","HSDL2","FA",4.5,3919
"3920","MCM4","Sph",4.5,3920
"3921","NOP56","DAG",4.5,3921
"3922","PPIA","Sph",4.5,3922
"3923","HNRNPAB","Sph",4.5,3923
"3924","SMARCA5","FA",4.5,3924
"3925","SLC1A5","Sph",4.5,3925
"3926","TNS3","DAG",4.5,3926
"3927","GPD2","Sph",4.5,3927
"3928","TAGLN","DAG",4.5,3928
"3929","PMPCA","FA",4.5,3929
"3930","EIF2S1","FA",4.5,3930
"3931","MBOAT7","DAG",4.5,3931
"3932","NCBP1","DAG",4.5,3932
"3933","CAP1","DAG",4.5,3933
"3934","GAPDH","FA",4.5,3934
"3935","RAP1A","DAG",4.5,3935
"3936","STT3A","FA",4.5,3936
"3937","TXNDC5","FA",4.5,3937
"3938","SCD","DAG",4.5,3938
"3939","SNRPD2","DAG",4.5,3939
"3940","ETFB","DAG",4.5,3940
"3941","VARS","Sph",4.5,3941
"3942","MACF1","DAG",4.5,3942
"3943","hCG_2044799","Sph",4.5,3943
"3944","RUVBL2","FA",4.5,3944
"3945","TUBB6","FA",4.5,3945
"3946","RAB5C","DAG",4.5,3946
"3947","HEATR1","DAG",4.5,3947
"3948","DECR1","DAG",4.5,3948
"3949","CAV1","Sph",4.5,3949
"3950","CNN3","DAG",4.5,3950
"3951","LASP1","DAG",4.5,3951
"3952","FKBP8","DAG",4.5,3952
"3953","OAT","FA",4.5,3953
"3954","CORO1C","FA",4.5,3954
"3955","HSD17B10","Sph",4.5,3955
"3956","YWHAH","DAG",4.5,3956
"3957","HSPH1","DAG",4.5,3957
"3958","ACLY","FA",4.5,3958
"3959","HNRNPF","Sph",4.5,3959
"3960","ENO1","FA",4.5,3960
"3961","MTCH1","DAG",4.5,3961
"3962","FH","DAG",4.5,3962
"3963","DHX36","DAG",4.5,3963
"3964","WDHD1","DAG",4.5,3964
"3965","RPL9","DAG",4.5,3965
"3966","MTA2","DAG",4.5,3966
"3967","PITRM1","DAG",4.5,3967
"3968","PFKP","FA",4.5,3968
"3969","YWHAE","Sph",4.5,3969
"3970","ACAT1","FA",4.5,3970
"3971","WHSC1","FA",4.5,3971
"3972","ELAC2","DAG",4.5,3972
"3973","ATP6V1A","DAG",4.5,3973
"3974","EIF4G2","DAG",4.5,3974
"3975","GSTM3","DAG",4.5,3975
"3976","PSMC2","DAG",4.5,3976
"3977","DNAJC7","DAG",4.5,3977
"3978","IDH2","DAG",4.5,3978
"3979","AARS2","DAG",4.5,3979
"3980","RPS15A","DAG",4.5,3980
"3981","GDI2","DAG",4.5,3981
"3982","CAND1","DAG",4.5,3982
"3983","NUP50","DAG",4.5,3983
"3984","NARS","DAG",4.5,3984
"3985","LASS2","Sph",5,3985
"3986","TMEM87A","Sph",5,3986
"3987","EMD","FA",5,3987
"3988","ARL6IP5","Sph",5,3988
"3989","EZR","FA",5,3989
"3990","DHCR7","Sph",5,3990
"3991","HDLBP","FA",5,3991
"3992","LAMC1","Sph",5,3992
"3993","FKBP9","Sph",5,3993
"3994","ARF3","DAG",5,3994
"3995","PLXNB2","Sph",5,3995
"3996","ERP44","Sph",5,3996
"3997","CTSD","FA",5,3997
"3998","HLA-B","FA",5,3998
"3999","NUP214","Sph",5,3999
"4000","FAM162A","Sph",5,4000
"4001","ARF4","DAG",5,4001
"4002","RAI14","FA",5,4002
"4003","KRT85","DAG",5,4003
"4004","LAMB1","FA",5,4004
"4005","SLC16A3","FA",5,4005
"4006","COPB2","Sph",5,4006
"4007","TMX1","DAG",5,4007
"4008","CD44","FA",5,4008
"4009","TMEM48","Sph",5,4009
"4010","ABCF1","Sph",5,4010
"4011","ESYT1","Sph",5,4011
"4012","ESYT1","DAG",5,4012
"4013","GNAI3","Sph",5,4013
"4014","RPN1","FA",5,4014
"4015","RAB34","Sph",5,4015
"4016","HMOX2","FA",5,4016
"4017","DSC1","DAG",5,4017
"4018","EIF2S3","DAG",5,4018
"4019","ATP2C1","Sph",5,4019
"4020","CHD4","Sph",5,4020
"4021","RGPD1","DAG",5,4021
"4022","HNRNPA3","DAG",5,4022
"4023","KRT78","FA",5,4023
"4024","KRT78","DAG",5,4024
"4025","LUZP1","Sph",5,4025
"4026","LUZP1","FA",5,4026
"4027","HSPA4","Sph",5,4027
"4028","MIA3","DAG",5,4028
"4029","QARS","DAG",5,4029
"4030","IPO5","FA",5,4030
"4031","PPIB","FA",5,4031
"4032","DDB1","DAG",5,4032
"4033","AHCY","FA",5,4033
"4034","PABPC1","FA",5,4034
"4035","SLC25A24","DAG",5,4035
"4036","EPHX1","FA",5,4036
"4037","RPLP0","Sph",5,4037
"4038","WNT5A","Sph",5,4038
"4039","WNT5A","DAG",5,4039
"4040","PRMT1","FA",5,4040
"4041","RUVBL1","DAG",5,4041
"4042","COPG1","DAG",5,4042
"4043","KRT36","DAG",5,4043
"4044","KRT38","DAG",5,4044
"4045","ASPH","FA",5,4045
"4046","HLA-A","DAG",5,4046
"4047","LRRC59","Sph",5,4047
"4048","DHX15","Sph",5,4048
"4049","EFTUD2","Sph",5,4049
"4050","SF3A1","FA",5,4050
"4051","TNPO1","FA",5,4051
"4052","PFN1","DAG",5,4052
"4053","COPA","FA",5,4053
"4054","SRSF7","DAG",5,4054
"4055","TM9SF4","Sph",5,4055
"4056","LIMA1","Sph",5,4056
"4057","HNRNPR","FA",5,4057
"4058","EIF3C","DAG",5,4058
"4059","CNP","FA",5,4059
"4060","MYO1B","DAG",5,4060
"4061","LMAN1","Sph",5,4061
"4062","MTCH2","FA",5,4062
"4063","SEC62","DAG",5,4063
"4064","GNA13","DAG",5,4064
"4065","CTNNB1","FA",5,4065
"4066","PCBP2","Sph",5,4066
"4067","VCL","Sph",5,4067
"4068","PMPCA","Sph",5,4068
"4069","ANPEP","DAG",5,4069
"4070","HNRNPH2","Sph",5,4070
"4071","NEFL","FA",5,4071
"4072","NUP98","FA",5,4072
"4073","MAGT1","DAG",5,4073
"4074","STT3A","Sph",5,4074
"4075","EIF4A2","Sph",5,4075
"4076","PCBP1","Sph",5,4076
"4077","STIP1","Sph",5,4077
"4078","FHL2","DAG",5,4078
"4079","EEF1A1","FA",5,4079
"4080","UTRN","DAG",5,4080
"4081","MCM6","Sph",5,4081
"4082","HIST1H1C","Sph",5,4082
"4083","HIST1H1B","DAG",5,4083
"4084","ACAA2","DAG",5,4084
"4085","BZW1","DAG",5,4085
"4086","DDX39A","Sph",5,4086
"4087","KRT27","Sph",5,4087
"4088","AHNAK2","DAG",5,4088
"4089","PNPT1","FA",5,4089
"4090","SPTLC2","DAG",5,4090
"4091","GTF3C1","DAG",5,4091
"4092","GFM1","DAG",5,4092
"4093","IDH3A","DAG",5,4093
"4094","GEMIN5","DAG",5,4094
"4095","PDHB","FA",5,4095
"4096","PITRM1","FA",5,4096
"4097","DDX27","DAG",5,4097
"4098","NDUFS1","DAG",5,4098
"4099","UQCRC2","DAG",5,4099
"4100","ZC3H15","DAG",5,4100
"4101","ZFR","DAG",5,4101
"4102","YARS","DAG",5,4102
"4103","GSPT1","DAG",5,4103
"4104","SEL1L","Sph",5.5,4104
"4105","RAB1B","Sph",5.5,4105
"4106","EZR","Sph",5.5,4106
"4107","POR","FA",5.5,4107
"4108","ESYT2","Sph",5.5,4108
"4109","LBR","Sph",5.5,4109
"4110","HYOU1","Sph",5.5,4110
"4111","NUP93","DAG",5.5,4111
"4112","HLA-B","DAG",5.5,4112
"4113","P4HA2","FA",5.5,4113
"4114","CALU","FA",5.5,4114
"4115","SGPL1","Sph",5.5,4115
"4116","RAB11B","DAG",5.5,4116
"4117","TIMM44","Sph",5.5,4117
"4118","TIMM44","DAG",5.5,4118
"4119","PCCA","FA",5.5,4119
"4120","H2AFV","DAG",5.5,4120
"4121","ACOT9","Sph",5.5,4121
"4122","NUP155","FA",5.5,4122
"4123","HLA-B","FA",5.5,4123
"4124","ARF5","Sph",5.5,4124
"4125","SDHA","FA",5.5,4125
"4126","CHD4","FA",5.5,4126
"4127","RGPD1","FA",5.5,4127
"4128","PDIA6","FA",5.5,4128
"4129","SLC25A20","DAG",5.5,4129
"4130","CFL1","Sph",5.5,4130
"4131","ACACA","Sph",5.5,4131
"4132","IPO5","DAG",5.5,4132
"4133","PRPF8","FA",5.5,4133
"4134","CLPTM1","Sph",5.5,4134
"4135","CLPTM1","DAG",5.5,4135
"4136","RIF1","DAG",5.5,4136
"4137","PRDX1","Sph",5.5,4137
"4138","FN1","FA",5.5,4138
"4139","SERPINH1","Sph",5.5,4139
"4140","NUP160","DAG",5.5,4140
"4141","HNRPDL","FA",5.5,4141
"4142","CYB5R3","DAG",5.5,4142
"4143","RPN2","Sph",5.5,4143
"4144","ERGIC3","FA",5.5,4144
"4145","PHGDH","FA",5.5,4145
"4146","SEC23A","DAG",5.5,4146
"4147","SF3A1","DAG",5.5,4147
"4148","TNPO1","Sph",5.5,4148
"4149","STOML2","DAG",5.5,4149
"4150","SMC3","Sph",5.5,4150
"4151","TPP2","DAG",5.5,4151
"4152","SACM1L","Sph",5.5,4152
"4153","ABCC1","Sph",5.5,4153
"4154","CAT","DAG",5.5,4154
"4155","CNP","DAG",5.5,4155
"4156","ACO2","Sph",5.5,4156
"4157","FAM120A","DAG",5.5,4157
"4158","PSMD1","DAG",5.5,4158
"4159","CPT2","Sph",5.5,4159
"4160","CPT2","FA",5.5,4160
"4161","CPT2","DAG",5.5,4161
"4162","SMARCA5","DAG",5.5,4162
"4163","MCM2","FA",5.5,4163
"4164","CTNNB1","Sph",5.5,4164
"4165","VAT1","FA",5.5,4165
"4166","APEX1","DAG",5.5,4166
"4167","RPS27A","FA",5.5,4167
"4168","SMC1A","Sph",5.5,4168
"4169","HSD17B4","Sph",5.5,4169
"4170","RPS8","Sph",5.5,4170
"4171","SLC25A13","Sph",5.5,4171
"4172","YWHAB","Sph",5.5,4172
"4173","GNL3","DAG",5.5,4173
"4174","PRPF6","Sph",5.5,4174
"4175","KIF5B","FA",5.5,4175
"4176","SRP68","FA",5.5,4176
"4177","SRP68","DAG",5.5,4177
"4178","KRT80","Sph",5.5,4178
"4179","NOP2","DAG",5.5,4179
"4180","UGGT1","DAG",5.5,4180
"4181","HNRNPC","Sph",5.5,4181
"4182","SMC4","DAG",5.5,4182
"4183","DNAJC10","DAG",5.5,4183
"4184","RPS6","DAG",5.5,4184
"4185","ECI2","DAG",5.5,4185
"4186","LAS1L","DAG",5.5,4186
"4187","TUBA4A","Sph",5.5,4187
"4188","RFC3","DAG",5.5,4188
"4189","RPL30","DAG",5.5,4189
"4190","UQCRC1","DAG",5.5,4190
"4191","THRAP3","FA",5.5,4191
"4192","PDLIM7","DAG",5.5,4192
"4193","PPP1CB","DAG",5.5,4193
"4194","SH3BP4","DAG",5.5,4194
"4195","TPI1","DAG",5.5,4195
"4196","TOMM70A","DAG",5.5,4196
"4197","ZC3H11A","DAG",5.5,4197
"4198","DPYSL3","DAG",5.5,4198
"4199","RPL10","DAG",5.5,4199
"4200","CAPG","DAG",5.5,4200
"4201","RNH1","DAG",5.5,4201
"4202","GTPBP4","DAG",5.5,4202
"4203","ECHS1","FA",5.5,4203
"4204","PDHA1","FA",5.5,4204
"4205","ALDH7A1","DAG",5.5,4205
